response,trait,term,use_env,estimate,std.error,statistic,p.value,standard,verdict,class,area_per_ng2018,area_per_ng2019,area_per_ng2021,freq.floral,mean.floral,max.floral,tests,analysis,en_alpha,step,lambda,dev.ratio,partial,conf_low,conf_high
seeds_initiated_per_flower,2-methylbenzonitrile,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,2-methylbenzonitrile,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,3-carene,trait,FALSE,-0.03912565188505269,0.03787378233636237,-1.033053724013416,0.302402586936801,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.9716157205240175,9.837108982684905,73.68555700085194,,,,,,,,,
seeds_initiated_per_flower,3-carene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,3-carene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,α-copaene,trait,FALSE,-0.0038153851118144302,0.037939788417109335,-0.10056421690780551,0.9199629114040873,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7641921397379913,0.5274015734603433,21.042498025554465,,,,,,,,,
seeds_initiated_per_flower,α-copaene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,α-copaene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,α-pinene,trait,FALSE,0.1462994492359703,0.03699779560343981,3.9542747574498285,9.562561382775422e-5,alpha_Pinene,fvoc,Monoterpenes,88099,43997,49928,0.9978165938864629,41.43749998916043,527.5547003099081,,,,,,,,,
seeds_initiated_per_flower,α-pinene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,α-pinene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,β-caryophyllene,trait,FALSE,0.0662392596955572,0.03774910502357218,1.754723977010701,0.08031726312572385,Caryophyllene,merge,Sesquiterpenes,200444,237272,243783,0.7532751091703057,3.994395182106699,107.7377979324998,,,,,,,,,
seeds_initiated_per_flower,β-caryophyllene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,β-caryophyllene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Corolla length,trait,FALSE,0.15043163995175038,0.035238428909141924,4.268965575611228,2.4287440469724283e-5,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Corolla length,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Corolla length,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Corolla width,trait,FALSE,0.15761093663947245,0.03689937804689563,4.271371090297615,2.4394367508781976e-5,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Corolla width,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Corolla width,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Flower number,trait,FALSE,-0.0747701809697783,0.03252982675849513,-2.298511502224713,0.02194190911871094,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Flower number,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Flower number,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Inflorescence height,trait,TRUE,0.7478873824167023,0.2889055510105927,2.5886916322673255,0.009946021180672808,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Inflorescence height,trait:precip_est_mm,TRUE,3.3618361006641954e-5,6.661466794520536e-4,0.05046690472779226,0.9597727145933442,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Inflorescence height,trait:sun_date,TRUE,-0.005041199988561519,0.0020807387254347955,-2.4227933699403317,0.015795446165870055,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,hexan-1-ol,trait,FALSE,-0.07875246432470853,0.03766971070539145,-2.090604436562268,0.037396594967019595,Hexenol,newleaf,Aliphatics,297190,117398,130775,0.8100436681222707,4.887605884794063,30.66165329708317,,,,,,,,,
seeds_initiated_per_flower,hexan-1-ol,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,hexan-1-ol,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,limonene,trait,FALSE,-0.02046902033497099,0.037922194209764996,-0.539763607077889,0.5897565172799353,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.8995633187772926,17.1993555689769,143.534908204673,,,,,,,,,
seeds_initiated_per_flower,limonene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,limonene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,methyl benzoate,trait,FALSE,0.05883670161784462,0.03778955737337887,1.5569566226063438,0.120524628116092,Methyl_salicylate,bis14,Benzenoids,285941,210423,153261,0.9956331877729258,0.5883963659290214,4.182413806914723,,,,,,,,,
seeds_initiated_per_flower,methyl benzoate,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,methyl benzoate,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Nectar production,trait,FALSE,0.09605190621670037,0.036889561059110815,2.603769290255025,0.009595809831476296,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Nectar production,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Nectar production,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Nectar concentration,trait,FALSE,-0.1658096810969148,0.03754620380777562,-4.416150350267276,1.3507640190871069e-5,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Nectar concentration,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Nectar concentration,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,sabinene,trait,FALSE,-0.006738631068307393,0.03793844650749344,-0.17762011069631983,0.8591400115804504,alpha_Pinene,ambi,Monoterpenes,88099,43997,49928,0.9912663755458515,5.823232954173685,61.51962640759812,,,,,,,,,
seeds_initiated_per_flower,sabinene,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,sabinene,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Sepal width,trait,FALSE,0.01938271622907431,0.044629486336135164,0.4343029198922395,0.6643806771929696,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Sepal width,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Sepal width,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Style length,trait,FALSE,0.18327987293164366,0.03442156937060817,5.324564692513479,1.65577180815511e-7,,,,,,,1,,,,,,,,,,,
seeds_initiated_per_flower,Style length,trait:precip_est_mm,,,,,,,,,,,,,,,,,,,,,,,
seeds_initiated_per_flower,Style length,trait:sun_date,,,,,,,,,,,,,,,,,,,,,,,
seeds_est,Corolla width,en,,0.030809621416753124,,,,,,,,,,,,,,separate,0.5,1,0.03057688432224232,0.15238370690877892,,,
seeds_est,Nectar concentration,en,,-0.039468900316892735,,,,,,,,,,,,,,separate,0.5,1,0.03057688432224232,0.15238370690877892,,,
seeds_est,Inflorescence height,en,,0.266523307686298,,,,,,,,,,,,,,separate,0.5,1,0.03057688432224232,0.15238370690877892,,,
seeds_initiated_per_flower,Corolla length,en,,0.05207320223056671,,,,,,,,,,,,,,separate,0.5,1,0.02667165340791246,0.19537227242485936,,,
seeds_initiated_per_flower,Style length,en,,0.006075936132090667,,,,,,,,,,,,,,separate,0.5,1,0.02667165340791246,0.19537227242485936,,,
seeds_initiated_per_flower,Corolla width,en,,0.03348970268154861,,,,,,,,,,,,,,separate,0.5,1,0.02667165340791246,0.19537227242485936,,,
seeds_initiated_per_flower,Nectar concentration,en,,-0.01810538689977868,,,,,,,,,,,,,,separate,0.5,1,0.02667165340791246,0.19537227242485936,,,
seeds_initiated_per_flower,Inflorescence height,en,,0.019745373054392834,,,,,,,,,,,,,,separate,0.5,1,0.02667165340791246,0.19537227242485936,,,
prop_uninfested,Corolla length,en,,-0.010116652002202872,,,,,,,,,,,,,,separate,0.5,1,0.022882549579508502,0.060709207725807006,,,
prop_uninfested,Corolla width,en,,-0.023989701712537188,,,,,,,,,,,,,,separate,0.5,1,0.022882549579508502,0.060709207725807006,,,
prop_uninfested,Nectar production,en,,-0.0017654630192959193,,,,,,,,,,,,,,separate,0.5,1,0.022882549579508502,0.060709207725807006,,,
prop_uninfested,Nectar concentration,en,,0.005418324387333248,,,,,,,,,,,,,,separate,0.5,1,0.022882549579508502,0.060709207725807006,,,
prop_uninfested,Inflorescence height,en,,-0.004862024123912405,,,,,,,,,,,,,,separate,0.5,1,0.022882549579508502,0.060709207725807006,,,
eggs_per_flower,Style length,en,,-0.07867438742836463,,,,,,,,,,,,,,separate,0.5,1,0.03679139808592054,0.2228412655087609,,,
eggs_per_flower,Corolla width,en,,0.04026981959820246,,,,,,,,,,,,,,separate,0.5,1,0.03679139808592054,0.2228412655087609,,,
eggs_per_flower,Nectar production,en,,0.03591898441803345,,,,,,,,,,,,,,separate,0.5,1,0.03679139808592054,0.2228412655087609,,,
eggs_per_flower,Inflorescence height,en,,0.11026171491596552,,,,,,,,,,,,,,separate,0.5,1,0.03679139808592054,0.2228412655087609,,,
seeds_est,limonene,en,,0.06604782970412512,,,,,,,,,,,,,,separate,0.5,1,0.07880958625096697,0.08691555419426089,,,
seeds_est,3-carene,en,,0.004434411050482011,,,,,,,,,,,,,,separate,0.5,1,0.07880958625096697,0.08691555419426089,,,
seeds_est,(E)-4-oxohex-2-enal,en,,-0.04875788757063591,,,,,,,,,,,,,,separate,0.5,1,0.07880958625096697,0.08691555419426089,,,
seeds_est,methyl benzoate,en,,0.04192339430659552,,,,,,,,,,,,,,separate,0.5,1,0.07880958625096697,0.08691555419426089,,,
seeds_initiated_per_flower,sabinene,en,,0.002417510025267942,,,,,,,,,,,,,,separate,0.5,1,0.06988020804755146,0.21589741677027757,,,
seeds_initiated_per_flower,methyl benzoate,en,,0.01870325893099551,,,,,,,,,,,,,,separate,0.5,1,0.06988020804755146,0.21589741677027757,,,
prop_uninfested,3-carene,en,,0.010521958962640457,,,,,,,,,,,,,,separate,0.5,1,0.030864824648983186,0.05444983374112011,,,
prop_uninfested,hexan-1-ol,en,,2.1459071024515071e-4,,,,,,,,,,,,,,separate,0.5,1,0.030864824648983186,0.05444983374112011,,,
eggs_per_flower,3-carene,en,,-0.009777595629842257,,,,,,,,,,,,,,separate,0.5,1,0.0676512085968698,0.1625134108946455,,,
eggs_per_flower,sabinene,en,,-0.07486602615858298,,,,,,,,,,,,,,separate,0.5,1,0.0676512085968698,0.1625134108946455,,,
seeds_est,α-pinene,en,,0.006979688491725553,,,,,,,,,,,,,,combined,0.5,1,0.10664311160870234,0.16542359889875297,,,
seeds_est,limonene,en,,0.016996057122522813,,,,,,,,,,,,,,combined,0.5,1,0.10664311160870234,0.16542359889875297,,,
seeds_est,3-carene,en,,0.03824692222165419,,,,,,,,,,,,,,combined,0.5,1,0.10664311160870234,0.16542359889875297,,,
seeds_est,methyl benzoate,en,,0.014142671231574432,,,,,,,,,,,,,,combined,0.5,1,0.10664311160870234,0.16542359889875297,,,
seeds_est,Inflorescence height,en,,0.24552092171422818,,,,,,,,,,,,,,combined,0.5,1,0.10664311160870234,0.16542359889875297,,,
seeds_initiated_per_flower,α-pinene,en,,0.09137268084941445,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
seeds_initiated_per_flower,limonene,en,,-0.11048337189985431,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
seeds_initiated_per_flower,3-carene,en,,0.03774577216359786,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
seeds_initiated_per_flower,sabinene,en,,0.02075153536102491,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
seeds_initiated_per_flower,methyl benzoate,en,,0.03777725855916646,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
seeds_initiated_per_flower,Corolla length,en,,0.0537063849320916,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
seeds_initiated_per_flower,Corolla width,en,,0.0037569943247081636,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
seeds_initiated_per_flower,Nectar concentration,en,,-0.0729620256929628,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
seeds_initiated_per_flower,Inflorescence height,en,,0.025341681942416747,,,,,,,,,,,,,,combined,0.5,1,0.03299452332145143,0.34793287180987964,,,
prop_uninfested,3-carene,en,,7.772107728619371e-4,,,,,,,,,,,,,,combined,0.5,1,0.045884677839015515,0.06506633588481027,,,
prop_uninfested,Corolla length,en,,-0.002257659634369587,,,,,,,,,,,,,,combined,0.5,1,0.045884677839015515,0.06506633588481027,,,
prop_uninfested,Corolla width,en,,-0.028861470691589376,,,,,,,,,,,,,,combined,0.5,1,0.045884677839015515,0.06506633588481027,,,
prop_uninfested,Nectar production,en,,-0.006564451698428879,,,,,,,,,,,,,,combined,0.5,1,0.045884677839015515,0.06506633588481027,,,
prop_uninfested,Nectar concentration,en,,0.0016209110659156775,,,,,,,,,,,,,,combined,0.5,1,0.045884677839015515,0.06506633588481027,,,
eggs_per_flower,(Z)-β-ocimene,en,,0.08085572232551193,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,3-carene,en,,-0.07796056318863394,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,sabinene,en,,-0.16218633126269136,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,hexan-1-ol,en,,-0.17459991803822358,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,β-caryophyllene,en,,0.08977913356111157,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,(E)-4-oxohex-2-enal,en,,0.13517243684929375,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,(Z)-α-bergamotene,en,,0.11844038708171674,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,methyl benzoate,en,,0.002200159296630034,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,α-copaene,en,,-0.0954697942182708,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,2-methylbenzonitrile,en,,-0.012295486620222907,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,Corolla length,en,,0.058487863186263506,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,Style length,en,,-0.12070758302089703,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,Corolla width,en,,0.07702037061239446,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,Nectar production,en,,0.09265104724681861,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,Nectar concentration,en,,0.01875261223908236,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
eggs_per_flower,Inflorescence height,en,,0.12073397916889927,,,,,,,,,,,,,,combined,0.5,1,0.01565427607223624,0.297079787321337,,,
