index,plot,subplot,plotid,plant,plantid,status_18,status_18r2,status_19,status_20,transition_1819,transition_1920,transition_181920,check_19_20_20,census18,notes_18,other_notes_18,census18r2,other_notes_18r2,pheno18,floral18,seeds18,leaf18,census19,notes_19,other_notes_19,pheno19,floral19,seeds19,leaf19,census20,notes_20,other_notes_20,pheno20,floral20,volatiles20,seeds20,leaf20,total_obs
342,2,C,2C,90,2C90,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,12,7,1,,1,dead,dead,,,,,1,nf,,,,,,,23
343,2,C,2C,91,2C91,vegetative,no_record,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,ts,,,,,,,,1,dead,dead,,,,,1,nf,,,,,,,3
344,2,C,2C,92,2C92,vegetative,vegetative,no_record,no_record,vegetative > no_record,no_record > no_record,vegetative > no_record > no_record,,1,blank,,1,,,,,,,,,,,,,,,,,,,,,2
345,2,C,2C,93,2C93,vegetative,recheck,no_record,no_record,vegetative > no_record,no_record > no_record,vegetative > no_record > no_record,,1,blank,,1,do not see a plant,,,,,,,,,,,,,,,,,,,,2
346,2,C,2C,94,2C94,vegetative,vegetative,no_record,no_record,vegetative > no_record,no_record > no_record,vegetative > no_record > no_record,,1,blank,,1,,,,,,,,,,,,,,,,,,,,,2
347,2,C,2C,95,2C95,vegetative,vegetative,no_record,no_record,vegetative > no_record,no_record > no_record,vegetative > no_record > no_record,,1,blank,,1,,,,,,,,,,,,,,,,,,,,,2
348,2,C,2C,96,2C96,vegetative,vegetative,no_record,no_record,vegetative > no_record,no_record > no_record,vegetative > no_record > no_record,,1,blank,,1,,,,,,,,,,,,,,,,,,,,,2
349,2,C,2C,97,2C97,vegetative,vegetative,no_record,no_record,vegetative > no_record,no_record > no_record,vegetative > no_record > no_record,,1,blank,,1,,,,,,,,,,,,,,,,,,,,,2
350,2,C,2C,98,2C98,vegetative,recheck,no_record,no_record,vegetative > no_record,no_record > no_record,vegetative > no_record > no_record,,1,blank,,1,do not see a plant,,,,,,,,,,,,,,,,,,,,2
351,2,C,2C,99,2C99,vegetative,vegetative,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,,1,,,,,,1,blank,,,,,,1,tagnf,,,,,,,4
352,2,D,2D,100,2D100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
353,2,D,2D,183,2D183,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,2,1,blank,,,,,,,6
354,2,D,2D,184,2D184,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,L of tag,,,,,1,blank,3 plants counted big one to the left,,,,,2,6
355,2,D,2D,185,2D185,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,ts,ts,,,,,1,nf,,,,,,,4
356,2,D,2D,186,2D186,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,r of tag,,,,,1,blank,,,,,,2,6
357,2,D,2D,187,2D187,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,ts,3ts,,,,,1,blank,,6,5,1,1,,17
358,2,D,2D,188,2D188,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,ts,4ts,,,,,1,blank,,,,,,,4
359,2,D,2D,189,2D189,vegetative,vegetative,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,,1,,12,7,1,,1,ts,below ts tag,,,,,1,tagnf,,,,,,,24
360,2,D,2D,190,2D190,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,below tag,,,,,1,blank,,,,,,2,6
361,2,D,2D,191,2D191,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,ts,ts,,,,,1,blank,,2,,,1,,7
362,2,D,2D,192,2D192,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,resurrected?,1,blank,,1,,,,,,1,dead,dead,,,,,1,blank,,,,,,,4
363,2,D,2D,193,2D193,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,5,7,1,1,,18
364,2,D,2D,194,2D194,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,2,1,blank,,,,,1,1,blank,,5,5,,1,,18
365,2,D,2D,195,2D195,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,2,6
366,2,D,2D,196,2D196,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,blank,,1,,,,,2,1,nf,nf,,,,,1,blank,,,,,,,6
367,2,D,2D,197,2D197,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,blank,,1,,,,,,1,nf,nf,,,,,1,blank,,,,,,,4
368,2,D,2D,198,2D198,vegetative,vegetative,tagnf,tagnf,vegetative > tagnf,tagnf > tagnf,vegetative > tagnf > tagnf,,1,blank,,1,,,,,,1,tagnf,tagnf,,,,,1,tagnf,,,,,,,4
369,2,D,2D,199,2D199,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,1,,,1,blank,r of tag,,,,,1,blank,,,,,,,5
370,2,D,2D,200,2D200,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,15,3,1,,1,dead,dead,,,,,1,nf,,,,,,,22
371,2,D,2D,201,2D201,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
372,2,D,2D,202,2D202,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,dead,,,,,,,4
373,2,D,2D,203,2D203,vegetative,vegetative,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,,1,,,,,,1,ts,ts,,,,,1,tagnf,,,,,,,4
374,2,D,2D,204,2D204,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,2,1,blank,,,,,1,1,blank,,7,8,1,1,,24
375,2,D,2D,205,2D205,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,3,4,1,,1,nf,,,,,,,12
376,2,D,2D,206,2D206,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,maybe more rosettes,,,15,3,1,,1,dead,dead,,,,,2,nf,,,,,,,23
377,2,D,2D,207,2D207,vegetative,vegetative,flowering,flowering,vegetative > flowering,flowering > flowering,vegetative > flowering > flowering,flowered twice?,1,blank,maybe more rosettes,1,,,,,,1,blank,,,,,,1,blank,,5,3,,1,,13
378,2,D,2D,208,2D208,vegetative,vegetative,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,,1,,,,,,1,blank,,,,,,1,tagnf,,,,,,,4
379,2,D,2D,209,2D209,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,3,4,1,,2,dead,,,,,,,13
380,2,D,2D,210,2D210,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,below tag,,,,2,1,blank,,6,4,,1,,17
381,2,D,2D,211,2D211,vegetative,vegetative,flowering,vegetative,vegetative > flowering,flowering > vegetative,vegetative > flowering > vegetative,flowered and lived?,1,blank,,1,,,,,2,1,blank,,3,5,1,,1,blank,flowered last year,,,,,,15
382,2,D,2D,212,2D212,flowering,no_record,flowering,dead_nf,flowering > flowering,flowering > dead_nf,flowering > flowering > dead_nf,,1,blank,maybe more rosettes,,,12,4,1,,1,blank,below tag,4,4,1,,1,dead,,,,,,,29
383,2,D,2D,213,2D213,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,JP:NA in r2_leaves,1,,,,,,1,blank,below tag,1,1,1,2,2,dead,,,,,,,10
384,2,D,2D,214,2D214,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,ts,ts,,,,,1,blank,,1,,1,1,,7
385,2,D,2D,215,2D215,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,2,1,chewed,,1,,,,,7
386,2,D,2D,216,2D216,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,resurrected?,1,blank,,1,,,,,,1,dead,dead,,,,,1,blank,,,,,,,4
387,2,D,2D,217,2D217,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,resurrected?,1,blank,,1,,1,,,,1,dead,dead,1,4,1,,1,blank,,,,,,,11
388,2,D,2D,218,2D218,flowering,no_record,tagnf,dead_nf,flowering > tagnf,tagnf > dead_nf,flowering > tagnf > dead_nf,tagnf last year,1,blank,,,,14,7,1,,1,tagnf,tagnf,,,,,1,nf,,,,,,,25
389,2,D,2D,219,2D219,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,7,5,,1,,17
390,2,D,2D,220,2D220,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,3,1,,1,,9
391,2,D,2D,221,2D221,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,4,4,1,,1,nf,,,,,,,11
392,2,D,2D,222,2D222,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,4,4,1,,1,nf,,,,,,,11
393,2,D,2D,223,2D223,no_record,no_record,flowering,tagnf,no_record > flowering,flowering > tagnf,no_record > flowering > tagnf,,,,,,,,,,,1,blank,,,,,,1,tagnf,,,,,,,2
394,2,D,2D,224,2D224,no_record,no_record,flowering,tagnf,no_record > flowering,flowering > tagnf,no_record > flowering > tagnf,,,,,,,,,,,1,blank,,,,,,1,tagnf,,,,,,,2
395,2,D,2D,225,2D225,no_record,no_record,no_record,dead_nf,no_record > no_record,no_record > dead_nf,no_record > no_record > dead_nf,check tag #,,,,,,,,,,,,,3,5,1,,1,nf,,,,,,,10
396,2,D,2D,255,2D255,no_record,no_record,dead_nf,tagnf,no_record > dead_nf,dead_nf > tagnf,no_record > dead_nf > tagnf,,,,,,,,,,,1,nf,nf,,,,,1,tagnf,,,,,,,2
397,2,D,2D,256,2D256,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,3,3,3,,2,dead,,,,,,,12
398,2,D,2D,257,2D257,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,4,4,1,,2,dead,,,,,,,12
399,2,D,2D,258,2D258,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,1,,,,1,blank,,2,5,1,,1,dead,,,,,,,11
400,2,D,2D,265,2D265,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
401,2,D,2D,266,2D266,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
402,2,D,2D,275,2D275,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
403,2,D,2D,276,2D276,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
404,2,D,2D,277,2D277,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
405,2,D,2D,279,2D279,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
406,2,D,2D,284,2D284,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
407,2,D,2D,291,2D291,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
408,2,D,2D,294,2D294,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
409,2,D,2D,295,2D295,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
410,2,D,2D,89,2D89,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
411,2,D,2D,90,2D90,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
412,2,D,2D,93,2D93,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
413,2,D,2D,94,2D94,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
414,3,A,3A,120,3A120,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,3,4,1,,1,nf,,,,,,,12
415,3,A,3A,121,3A121,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,,,,,1,nf,,,,,,,4
416,3,A,3A,122,3A122,vegetative,dead_nf,dead_nf,tagnf,vegetative > dead_nf,dead_nf > tagnf,vegetative > dead_nf > tagnf,,1,blank,,1,dead,,,,,1,nf,nf,,,,,1,tagnf,,,,,,,4
417,3,A,3A,123,3A123,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
418,3,A,3A,124,3A124,vegetative,vegetative,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,,1,,,,,,1,chewed,eaten;ts,,,,,1,tagnf,,,,,,,4
419,3,A,3A,125,3A125,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,2,1,blank,,5,6,1,1,,19
420,3,A,3A,126,3A126,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,resurrected?,1,blank,,1,,,,,,1,dead,dead,,,,,1,blank,,,,,,2,6
421,3,A,3A,127,3A127,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,12,7,1,,1,dead,dead,,,,,1,nf,,,,,,,24
422,3,A,3A,128,3A128,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,died and nf?,1,blank,,,,19,8,1,,1,blank,,,,,,1,nf,,,,,,,31
423,3,A,3A,129,3A129,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,,,,,1,nf,,,,,,,4
424,3,A,3A,135,3A135,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
425,3,A,3A,145,3A145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
426,3,A,3A,174,3A174,no_record,no_record,flowering,tagnf,no_record > flowering,flowering > tagnf,no_record > flowering > tagnf,,,,,,,,,,,1,blank,,,,,,1,tagnf,,,,,,,2
427,3,A,3A,180,3A180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
428,3,A,3A,212,3A212,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
429,3,A,3A,269,3A269,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
430,3,A,3A,270,3A270,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,blank,,,,,,1,nf,,,,,,,4
431,3,A,3A,271,3A271,recheck,no_record,dead_nf,tagnf,recheck > dead_nf,dead_nf > tagnf,recheck > dead_nf > tagnf,,1,tagnf,,,,,,,,1,nf,nf,,,,,1,tagnf,,,,,,,3
432,3,A,3A,272,3A272,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,blank,,2,2,1,,1,dead,,,,,,,9
433,3,A,3A,273,3A273,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,chewed,already flagged,4,4,1,1,,14
434,3,A,3A,274,3A274,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,1,2,1,,1,nf,,,,,,,8
435,3,A,3A,275,3A275,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,1,,,,1,nf,,,,,,,5
436,3,A,3A,276,3A276,vegetative,vegetative,recheck,dead_nf,vegetative > recheck,recheck > dead_nf,vegetative > recheck > dead_nf,,1,blank,,1,,,,,2,1,ts,1 ts,3,4,2,3,1,nf,,,,,,,18
437,3,A,3A,277,3A277,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
438,3,A,3A,278,3A278,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,7,7,1,1,,20
439,3,A,3A,605,3A605,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
440,3,A,3A,632,3A632,recheck,no_record,vegetative,vegetative,recheck > vegetative,vegetative > vegetative,recheck > vegetative > vegetative,,1,tagnf,,,,,,,,1,blank,,,,,,1,blank,,,,,,,3
441,3,A,3A,633,3A633,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,chewed,chewed;ts,,,,,1,dead,,,,,,,4
442,3,A,3A,634,3A634,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,resurrected?,1,blank,,1,,,,,,1,dead,dead,,,,,1,blank,,,,,,,4
443,3,A,3A,635,3A635,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,blank,,1,,,,1,dead,,,,,,,5
444,3,A,3A,636,3A636,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,already flagged,3,,1,1,,9
445,3,A,3A,637,3A637,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,ts,ts,,,,,1,blank,,,,,,2,6
446,3,A,3A,638,3A638,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,above tag,,,,2,1,blank,,6,5,1,1,,19
447,3,A,3A,639,3A639,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,2,1,dead,dead,,,,,1,dead,,,,,,,6
448,3,A,3A,640,3A640,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,regrew?,1,blank,,1,,,,,,1,chewed,eaten;ts,,,,,1,blank,,,,,,,4
449,3,A,3A,641,3A641,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,4,2,2,1,,13
450,3,A,3A,642,3A642,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,3,4,1,,1,nf,,,,,,,12
451,3,A,3A,643,3A643,vegetative,vegetative,dead_nf,flowering,vegetative > dead_nf,dead_nf > flowering,vegetative > dead_nf > flowering,refound?,1,blank,,1,,,,,,1,nf,nf,,,,,1,blank,,2,,,1,,7
452,3,A,3A,644,3A644,vegetative,vegetative,tagnf,vegetative,vegetative > tagnf,tagnf > vegetative,vegetative > tagnf > vegetative,tagnf last year,1,blank,,1,,,,,,1,tagnf,tagnf,,,,,1,blank,,,,,,,4
453,3,A,3A,645,3A645,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,resurrected?,1,blank,,1,,,,,,1,dead,dead,,,,,2,blank,,,,,,2,7
454,3,A,3A,645B,3A645B,vegetative,vegetative,dead_nf,tagnf,vegetative > dead_nf,dead_nf > tagnf,vegetative > dead_nf > tagnf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,tagnf,,,,,,,4
455,3,A,3A,646,3A646,vegetative,vegetative,dead_nf,flowering,vegetative > dead_nf,dead_nf > flowering,vegetative > dead_nf > flowering,resurrected?,1,blank,,1,,,,,,1,dead,dead,,,,,2,blank,,,,,,,5
456,3,A,3A,647,3A647,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,8,7,1,,1,blank,up L,1,,,,2,nf,,,,,,,22
457,3,A,3A,648,3A648,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
458,3,A,3A,649,3A649,vegetative,vegetative,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,,1,,,,,,1,chewed,chewed;ts,,,,,1,tagnf,,,,,,,4
459,3,A,3A,650,3A650,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,regrew?,1,blank,,1,,,,,2,1,chewed,eaten;ts; above tag,,,,,1,blank,,,,,,2,8
460,3,A,3A,651,3A651,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,,,,,1,nf,,,,,,,4
461,3,A,3A,652,3A652,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,upper r of tag,,,,,1,blank,,,,,,,4
462,3,A,3A,653,3A653,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,chewed,eaten;ts,,,,,1,dead,,,,,,,4
463,3,A,3A,654,3A654,vegetative,dead_nf,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,dead,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
464,3,A,3A,655,3A655,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,,,,2,1,nf,,,,,,,6
465,3,A,3A,656,3A656,vegetative,no_record,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,,,,,,,,1,blank,,,,,,1,tagnf,,,,,,,3
466,3,A,3A,657,3A657,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,2,1,chewed,eaten;ts,1,,,1,1,chewed,,,1,,1,,10
467,3,A,3A,658,3A658,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,chew death,1,blank,,1,,,,,,1,chewed,eaten;ts,,,,,1,nf,,,,,,,4
468,3,A,3A,659,3A659,no_record,no_record,flowering,no_record,no_record > flowering,flowering > no_record,no_record > flowering > no_record,,,,,,,,,,,1,blank,,3,3,1,,,,,,,,,,8
469,3,A,3A,98,3A98,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
470,3,A,3A,air,3Aair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
471,3,B,3B,122,3B122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
472,3,B,3B,129,3B129,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
473,3,B,3B,132,3B132,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
474,3,B,3B,202,3B202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
475,3,B,3B,22,3B22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
476,3,B,3B,224,3B224,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
477,3,B,3B,228,3B228,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2
478,3,B,3B,60,3B60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
479,3,B,3B,601,3B601,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,7,2,1,,1,dead,dead,,,,,1,nf,,,,,,,13
480,3,B,3B,602,3B602,vegetative,vegetative,vegetative,no_record,vegetative > vegetative,vegetative > no_record,vegetative > vegetative > no_record,,1,blank,,1,,,,,,1,blank,,,,,,,,,,,,,,3
481,3,B,3B,603,3B603,vegetative,vegetative,vegetative,no_record,vegetative > vegetative,vegetative > no_record,vegetative > vegetative > no_record,,1,blank,,1,,,,,,1,blank,,,,,,,,,6,4,1,1,,15
