data_entry	observer	date	id	plot	subplot	plant	notes	flowering	rosettes	stalks	r1_longest	r1_leaves	r2_longest	r2_leaves	r3_longest	r3_leaves	r4_longest	r4_leaves	r5_longest	r5_leaves	r6_longest	r6_leaves	other_notes	plantid	check_19_20	plotid	year	n_rosettes	discard	separate	modify	plantid_new	transition_fixed	status_18_fixed	status_19_fixed	status_21_fixed	modified	status	flowered	survived	water	water4	sun_time	sun_date	warm_time	warm_date	snow	sun_date_normal_mean	melt_offset	water_begin	water_end	last_day	precip_prewater_mm	precip_postwater_mm	precip_est_mm
ST	ST	2020-06-16T00:00:00Z	5B-7	5	B	7	blank	n	one_or_more	NA	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B7	count leaves	5B	2020	1				NA	flowering > vegetative > vegetative	flowering	vegetative	flowering	FALSE	vegetative	1	1	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-8	5	B	8	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B8	NA	5B	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-9	5	B	9	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B9	NA	5B	2020	0				NA	vegetative > vegetative > vegetative	vegetative	vegetative	tagnf	FALSE	vegetative	NA	NA	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-10	5	B	10	blank	n	one_or_more	NA	33	12	26	10	42	11	NA	NA	NA	NA	NA	NA	NA	5B10	NA	5B	2020	3				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	vegetative	0	1	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-12	5	B	12	blank	y	one_or_more	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B12	NA	5B	2020	1				NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-15	5	B	15	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B15	NA	5B	2020	0				NA	flowering > vegetative > dead_nf	flowering	vegetative	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-16	5	B	16	blank	y	one_or_more	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B16	NA	5B	2020	1				NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-17	5	B	17	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B17	NA	5B	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-18	5	B	18	blank	n	one_or_more	NA	57	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B18	NA	5B	2020	1				NA	vegetative > vegetative > vegetative	vegetative	vegetative	dead_nf	FALSE	vegetative	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-19	5	B	19	blank	n	one_or_more	NA	19	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B19	flowered and lived?	5B	2020	1				NA	vegetative > flowering > vegetative	vegetative	flowering	dead_nf	FALSE	vegetative	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-20	5	B	20	blank	y	one_or_more	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B20	NA	5B	2020	1		pheno18 pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-21	5	B	21	dead	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B21	NA	5B	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-22	5	B	22	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B22	NA	5B	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-23	5	B	23	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B23	tagnf last year	5B	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-27	5	B	27	dead	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B27	NA	5B	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-28	5	B	28	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B28	NA	5B	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-30	5	B	30	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B30	check tag #	5B	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-32	5	B	32	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B32	check tag #	5B	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-88	5	B	88_20	blank	y	one_or_more	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B88_20	check tag #	5B	2020	3		census20		NA	no_record > no_record > flowering	no_record	no_record	dead_nf	TRUE	flowering	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5A-173	5	A	173	dead	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A173	NA	5A	2020	0				NA	flowering > vegetative > dead_nf	flowering	vegetative	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-174	5	A	174	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A174	NA	5A	2020	0				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-175	5	A	175	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A175	NA	5A	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-176	5	A	176	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A176	NA	5A	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-178	5	A	178	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A178	NA	5A	2020	0				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-179	5	A	179	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A179	NA	5A	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-180	5	A	180	chewed	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A180	rosettes? flowering?	5A	2020	0				NA	flowering > vegetative > flowering	flowering	vegetative	dead_nf	FALSE	flowering	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-181	5	A	181	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A181	NA	5A	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-183	5	A	183	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A183	NA	5A	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-184	5	A	184	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A184	tagnf last year	5A	2020	0				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-185	5	A	185	blank	y	one_or_more	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A185	NA	5A	2020	1		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-187	5	A	187	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A187	NA	5A	2020	0				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-191	5	A	191	blank	y	one_or_more	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A191	NA	5A	2020	2				NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-192	5	A	192	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A192	NA	5A	2020	0				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-193	5	A	193	dead	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A193	NA	5A	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-194	5	A	194	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A194	NA	5A	2020	0				NA	vegetative > vegetative > vegetative	vegetative	vegetative	dead_nf	FALSE	vegetative	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-196	5	A	196	blank	y	one_or_more	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A196	flowered twice?	5A	2020	2				NA	vegetative > flowering > flowering	vegetative	flowering	dead_nf	FALSE	flowering	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-197	5	A	197	blank	n	one_or_more	NA	27	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A197	NA	5A	2020	1				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	vegetative	0	1	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-199	5	A	199	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A199	NA	5A	2020	0				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-200	5	A	200	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A200	NA	5A	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-201	5	A	201	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A201	NA	5A	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-202	5	A	202	blank	y	one_or_more	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A202	flowered twice?	5A	2020	1				NA	vegetative > flowering > flowering	vegetative	flowering	dead_nf	FALSE	flowering	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5A-203	5	A	203	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5A203	NA	5A	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	5B-284	5	B	284	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B284	NA	5B	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-289	5	B	289	blank	y	one_or_more	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B289	NA	5B	2020	1				NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-290	5	B	290	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B290	NA	5B	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-292	5	B	292	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B292	NA	5B	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-294	5	B	294	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B294	NA	5B	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-295	5	B	295	blank	n	one_or_more	NA	52	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B295	NA	5B	2020	1				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	vegetative	0	1	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-296	5	B	296	blank	y	one_or_more	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B296	NA	5B	2020	1				NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-297	5	B	297	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B297	NA	5B	2020	0				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-298	5	B	298	dead	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B298	NA	5B	2020	0				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-299	5	B	299	chewed	y	one_or_more	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B299	NA	5B	2020	1				NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	5B-301	5	B	301	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5B301	NA	5B	2020	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	dead_nf	0	0	Control	Mock rainout	2020-04-28T20:00:00Z	119	2020-04-28T17:00:00Z	119	Early	125.66666666666667	-6.666666666666671	164	227	210	47.142356808736125	50.73878402919641	97.88114083793253
ST	ST	2020-06-16T00:00:00Z	6D-48	6	D	48	chewed	y	one_or_more	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D48	NA	6D	2020	1				NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Addition	Addition	2020-05-06T18:00:00Z	127	2020-05-05T19:00:00Z	126	Normal	125.66666666666667	1.3333333333333286	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	6D-47	6	D	47	nf	blank	zero	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6D47	NA	6D	2020	0				NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	FALSE	dead_nf	0	0	Addition	Addition	2020-05-06T18:00:00Z	127	2020-05-05T19:00:00Z	126	Normal	125.66666666666667	1.3333333333333286	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
ST	ST	2020-06-16T00:00:00Z	6D-46	6	D	46	chewed	y	one_or_more	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3 stalks chewed	6D46	refound?	6D	2020	1		pheno18		NA	vegetative > vegetative > flowering	vegetative	vegetative	dead_nf	FALSE	flowering	0	0	Addition	Addition	2020-05-06T18:00:00Z	127	2020-05-05T19:00:00Z	126	Normal	125.66666666666667	1.3333333333333286	164	227	210	47.142356808736125	131.2387840291964	178.38114083793255
