plot	subplot	plotid	plant	plantid	status_18	status_18r2	status_19	status_20	status_21	check_19_20_20	other_notes_18	notes_18	other_notes_18r2	notes_18r2	other_notes_19	notes_19	notes_20	other_notes_20	notes1818r2_19_20chk1920_21	other_notes_21	transition_1819	transition_1920	transition_181920	transition_18192021	flowering_status_18	flowering_status_18r2	flowering_status_19	flowering_status_20	flowering_status_21	alive_status_18	alive_status_18r2	alive_status_19	alive_status_20	alive_status_21
2	D	2D	194	2D194	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
2	D	2D	195	2D195	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
2	D	2D	196	2D196	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	NA	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
2	D	2D	197	2D197	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	NA	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
2	D	2D	198	2D198	vegetative	vegetative	tagnf	tagnf	tagnf	NA	NA	blank	NA	blank	tagnf	tagnf	tagnf	NA	,|tagnf|,	NA	vegetative > tagnf	tagnf > tagnf	vegetative > tagnf > tagnf	vegetative > tagnf > tagnf > tagnf	0	0	NA	NA	NA	1	1	NA	NA	NA
2	D	2D	199	2D199	vegetative	vegetative	vegetative	vegetative	flowering	NA	NA	blank	NA	blank	r of tag	blank	blank	NA	,|r of tag|,	recheck - count stalks and rosettes	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > flowering	0	0	0	0	1	1	1	1	1	1
2	D	2D	200	2D200	flowering	no_record	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	NA	dead	dead	nf	NA	,|dead|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
2	D	2D	201	2D201	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
2	D	2D	202	2D202	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	dead	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
2	D	2D	203	2D203	vegetative	vegetative	vegetative	tagnf	dead_nf	NA	NA	blank	NA	blank	ts	ts	tagnf	NA	,|ts|,	TAG FOUND	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf	vegetative > vegetative > tagnf > dead_nf	0	0	0	NA	0	1	1	1	NA	0
2	D	2D	204	2D204	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
2	D	2D	205	2D205	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	nf	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
2	D	2D	206	2D206	flowering	no_record	dead_nf	dead_nf	dead_nf	NA	maybe more rosettes	blank	NA	NA	dead	dead	nf	NA	maybe more rosettes,|dead|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
2	D	2D	207	2D207	vegetative	vegetative	vegetative	flowering	dead_nf	flowered twice?	maybe more rosettes	blank	NA	blank	NA	blank	blank	NA	maybe more rosettes,||,flowered twice?	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
2	D	2D	208	2D208	vegetative	vegetative	vegetative	tagnf	dead_nf	NA	NA	blank	NA	blank	NA	blank	tagnf	NA	,||,	TAG FOUND	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf	vegetative > vegetative > tagnf > dead_nf	0	0	0	NA	0	1	1	1	NA	0
2	D	2D	209	2D209	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	dead	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
2	D	2D	210	2D210	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	below tag	blank	blank	NA	,|below tag|,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
2	D	2D	211	2D211	vegetative	vegetative	flowering	vegetative	flowering	flowered and lived?	NA	blank	NA	blank	NA	blank	blank	flowered last year	,||flowered last year,flowered and lived?	recheck - count stalks and rosettes	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative	vegetative > flowering > vegetative > flowering	0	0	1	0	1	1	1	1	1	1
2	D	2D	212	2D212	flowering	no_record	flowering	dead_nf	vegetative	NA	maybe more rosettes	blank	NA	NA	below tag	blank	dead	NA	maybe more rosettes,|below tag|,	NA	flowering > flowering	flowering > dead_nf	flowering > flowering > dead_nf	flowering > flowering > dead_nf > vegetative	1	NA	1	0	0	1	NA	1	0	1
2	D	2D	213	2D213	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	JP:NA in r2_leaves	blank	NA	blank	below tag	blank	dead	NA	JP:NA in r2_leaves,|below tag|,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
2	D	2D	214	2D214	vegetative	vegetative	vegetative	flowering	tagnf	NA	NA	blank	NA	blank	ts	ts	blank	NA	,|ts|,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > tagnf	0	0	0	1	NA	1	1	1	1	NA
2	D	2D	215	2D215	vegetative	vegetative	vegetative	vegetative	dead_nf	NA	NA	blank	NA	blank	NA	blank	chewed	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > dead_nf	0	0	0	0	0	1	1	1	1	0
2	D	2D	216	2D216	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	NA	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
2	D	2D	217	2D217	vegetative	vegetative	flowering	vegetative	vegetative	resurrected?	NA	blank	NA	blank	dead	dead	blank	NA	,|dead|,resurrected?	NA	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative	vegetative > flowering > vegetative > vegetative	0	0	1	0	0	1	1	1	1	1
2	D	2D	218	2D218	flowering	no_record	dead_nf	dead_nf	dead_nf	tagnf last year	NA	blank	NA	NA	tagnf	tagnf	nf	NA	,|tagnf|,tagnf last year	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
2	D	2D	219	2D219	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
2	D	2D	220	2D220	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
2	D	2D	221	2D221	vegetative	no_record	flowering	dead_nf	dead_nf	NA	NA	NA	NA	NA	NA	blank	nf	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	NA	1	0	0	1	NA	1	0	0
2	D	2D	222	2D222	vegetative	no_record	flowering	dead_nf	dead_nf	NA	NA	NA	NA	NA	NA	blank	nf	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	NA	1	0	0	1	NA	1	0	0
2	D	2D	225	2D225	vegetative	no_record	flowering	dead_nf	dead_nf	check tag #	NA	NA	NA	NA	NA	NA	nf	NA	,||,check tag #	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	NA	1	0	0	1	NA	1	0	0
2	D	2D	256	2D256	vegetative	no_record	flowering	dead_nf	dead_nf	NA	NA	NA	NA	NA	NA	blank	dead	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	NA	1	0	0	1	NA	1	0	0
2	D	2D	257	2D257	vegetative	no_record	flowering	dead_nf	dead_nf	NA	NA	NA	NA	NA	NA	blank	dead	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	NA	1	0	0	1	NA	1	0	0
2	D	2D	258	2D258	vegetative	no_record	flowering	dead_nf	tagnf	NA	NA	NA	NA	NA	NA	blank	dead	NA	,||,	TAG CAME OUT - changed from NF to TNF	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > tagnf	0	NA	1	0	NA	1	NA	1	0	NA
3	A	3A	120	3A120	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	nf	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
3	A	3A	121	3A121	vegetative	vegetative	vegetative	dead_nf	dead_nf	died and nf?	NA	blank	NA	blank	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
3	A	3A	122	3A122	vegetative	dead_nf	dead_nf	dead_nf	dead_nf	NA	NA	blank	dead	dead	nf	nf	tagnf	NA	,dead|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	0	0	0	0
3	A	3A	123	3A123	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	A	3A	124	3A124	vegetative	vegetative	vegetative	tagnf	vegetative	NA	NA	blank	NA	blank	eaten;ts	chewed	tagnf	NA	,|eaten;ts|,	NA	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf	vegetative > vegetative > tagnf > vegetative	0	0	0	NA	0	1	1	1	NA	1
3	A	3A	125	3A125	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	126	3A126	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	NA	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	A	3A	127	3A127	flowering	vegetative	dead_nf	dead_nf	vegetative	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > vegetative	1	0	0	0	0	1	1	0	0	1
3	A	3A	128	3A128	flowering	no_record	dead_nf	dead_nf	dead_nf	died and nf?	JP fixed r1_longest 4 > 40 from scan 2021-11-09	blank	NA	NA	NA	blank	nf	NA	,||,died and nf?	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
3	A	3A	129	3A129	vegetative	vegetative	vegetative	vegetative	vegetative	died and nf?	NA	blank	NA	blank	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
3	A	3A	269	3A269	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	270	3A270	vegetative	vegetative	vegetative	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	nf	NA	,||,	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
3	A	3A	271	3A271	vegetative	no_record	dead_nf	dead_nf	tagnf	NA	NA	tagnf	NA	NA	nf	nf	tagnf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > tagnf	0	NA	0	0	NA	1	NA	0	0	NA
3	A	3A	272	3A272	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	dead	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
3	A	3A	273	3A273	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	chewed	already flagged	,||already flagged,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	274	3A274	vegetative	vegetative	flowering	dead_nf	dead_nf	died and nf?	NA	blank	NA	blank	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
3	A	3A	275	3A275	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	A	3A	276	3A276	vegetative	vegetative	flowering	dead_nf	vegetative	NA	NA	blank	NA	blank	1 ts	ts	nf	NA	,|1 ts|,	recheck - says 1 rosette but 3 entries	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > vegetative	0	0	1	0	0	1	1	1	0	1
3	A	3A	277	3A277	vegetative	vegetative	vegetative	vegetative	flowering	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	recheck - count rosettes	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > flowering	0	0	0	0	1	1	1	1	1	1
3	A	3A	278	3A278	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	632	3A632	vegetative	no_record	vegetative	vegetative	dead_nf	NA	NA	tagnf	NA	NA	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > dead_nf	0	NA	0	0	0	1	NA	1	1	0
3	A	3A	633	3A633	vegetative	vegetative	vegetative	dead_nf	dead_nf	NA	NA	blank	NA	blank	chewed;ts	chewed	dead	NA	,|chewed;ts|,	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
3	A	3A	634	3A634	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	NA	NA	,|dead|,	says NF (JP added ""T"") but have entry for 3A634_20, so changed to O	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	A	3A	635	3A635	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	dead	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
3	A	3A	636	3A636	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	already flagged	,||already flagged,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	637	3A637	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	ts	ts	blank	NA	,|ts|,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
3	A	3A	638	3A638	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	above tag	blank	blank	NA	,|above tag|,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	639	3A639	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	dead	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	A	3A	640	3A640	vegetative	vegetative	vegetative	vegetative	vegetative	regrew?	NA	blank	NA	blank	eaten;ts	chewed	blank	NA	,|eaten;ts|,regrew?	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
3	A	3A	641	3A641	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	642	3A642	vegetative	vegetative	flowering	dead_nf	dead_nf	died and nf?	NA	blank	NA	blank	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
3	A	3A	643	3A643	vegetative	vegetative	vegetative	flowering	dead_nf	refound?	NA	blank	NA	blank	nf	nf	blank	NA	,|nf|,refound?	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	644	3A644	vegetative	vegetative	vegetative	vegetative	vegetative	tagnf last year	NA	blank	NA	blank	tagnf	tagnf	blank	NA	,|tagnf|,tagnf last year	recheck - says 4 rosettes but 3 entries	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
3	A	3A	645	3A645	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	NA	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	A	3A	645B	3A645B	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	tagnf	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	A	3A	646	3A646	vegetative	vegetative	dead_nf	dead_nf	dead_nf	resurrected?	NA	blank	NA	blank	dead	dead	blank	NA	,|dead|,resurrected?	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	A	3A	647	3A647	flowering	vegetative	dead_nf	dead_nf	dead_nf	died and nf?	NA	blank	NA	blank	NA	NA	nf	NA	,||,died and nf?	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	0	0	0	0	1	1	0	0	0
3	A	3A	648	3A648	vegetative	vegetative	vegetative	vegetative	flowering	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	recheck - count rosettes	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > flowering	0	0	0	0	1	1	1	1	1	1
3	A	3A	649	3A649	vegetative	vegetative	vegetative	tagnf	tagnf	NA	NA	blank	NA	blank	chewed;ts	chewed	tagnf	NA	,|chewed;ts|,	NA	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf	vegetative > vegetative > tagnf > tagnf	0	0	0	NA	NA	1	1	1	NA	NA
3	A	3A	650	3A650	vegetative	vegetative	vegetative	vegetative	vegetative	regrew?	NA	blank	NA	blank	eaten;ts; above tag	chewed	blank	NA	,|eaten;ts; above tag|,regrew?	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
3	A	3A	651	3A651	vegetative	vegetative	vegetative	dead_nf	tagnf	died and nf?	NA	blank	NA	blank	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > tagnf	0	0	0	0	NA	1	1	1	0	NA
3	A	3A	652	3A652	vegetative	vegetative	vegetative	vegetative	dead_nf	NA	NA	blank	NA	blank	upper r of tag	blank	blank	NA	,|upper r of tag|,	says ""NF"" but all other plants not found coded as ""D"" on this sheet	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > dead_nf	0	0	0	0	0	1	1	1	1	0
3	A	3A	653	3A653	vegetative	vegetative	vegetative	dead_nf	dead_nf	NA	NA	blank	NA	blank	eaten;ts	chewed	dead	NA	,|eaten;ts|,	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
3	A	3A	654	3A654	vegetative	dead_nf	dead_nf	dead_nf	dead_nf	NA	NA	blank	dead	dead	nf	nf	nf	NA	,dead|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	0	0	0	0
3	A	3A	655	3A655	vegetative	vegetative	vegetative	dead_nf	dead_nf	died and nf?	NA	blank	NA	blank	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
3	A	3A	656	3A656	vegetative	no_record	vegetative	tagnf	vegetative	NA	NA	blank	NA	NA	NA	blank	tagnf	NA	,||,	NA	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf	vegetative > vegetative > tagnf > vegetative	0	NA	0	NA	0	1	NA	1	NA	1
3	A	3A	657	3A657	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	eaten;ts	chewed	chewed	NA	,|eaten;ts|,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	A	3A	658	3A658	vegetative	vegetative	vegetative	vegetative	dead_nf	chew death	NA	blank	NA	blank	eaten;ts	chewed	nf	NA	,|eaten;ts|,chew death	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > dead_nf	0	0	0	0	0	1	1	1	1	0
3	A	3A	659	3A659	vegetative	no_record	flowering	dead_nf	dead_nf	NA	NA	NA	NA	NA	NA	blank	NA	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	NA	1	0	0	1	NA	1	0	0
3	B	3B	601	3B601	flowering	no_record	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	NA	dead	dead	nf	NA	,|dead|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
3	B	3B	602	3B602	vegetative	vegetative	vegetative	no_record	tagnf	NA	NA	blank	NA	blank	NA	blank	NA	NA	,||,	TAG RIPPED OFF	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record	vegetative > vegetative > no_record > tagnf	0	0	0	NA	NA	1	1	1	NA	NA
3	B	3B	603	3B603	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	NA	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
3	B	3B	604	3B604	vegetative	vegetative	vegetative	no_record	dead_nf	NA	NA	blank	NA	blank	NA	blank	NA	NA	,||,	NA	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record	vegetative > vegetative > no_record > dead_nf	0	0	0	NA	0	1	1	1	NA	0
3	B	3B	605	3B605	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	NA	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
